Root Domain,company,Image Url 1,Link to Product Page,Sentence1,Sentence2,Model Number,job titles,Contact Email,Response
moonrakeronline.com,Moonraker,https://moonrakeronline.com/media/catalog/product/cache/c74dfad9f982499be60f29a64ef8fd90/5/0/50615927.jpg,https://moonrakeronline.com/us/protective-case-for-tx-500,I was browsing through your site and came across one of your products: discovery protective case for tx-500,"That comes with a case with foam inserts, right?",(model number: tx-500 ),owner,sales@moonrakeronline.com,sales@moonrakeronline.com
qytradio.com,QYT Electronics,https://www.qytradio.com/uploadfile/201906/19/6b44f68ed88e0ad55b55cdf5a1fe7e44_medium.jpg,https://www.qytradio.com/msc-20d-for-motorola-nylon-case_p57.html,I was browsing through your site and came across one of your products: msc-20d,"That comes with a cut and sew bag, right?",(model number: msc-20d ),owner,"clink@qyt-cn.com, joe@qyt-cn.com","clink@qyt-cn.com, joe@qyt-cn.com"
baofengradio.com,Baofeng,https://www.baofengradio.com/cdn/shop/files/BAOFENG_Tactical_Radio_Case_01_grande.jpg?v=1730790516,https://www.baofengradio.com/products/rch-25,I was browsing through your site and came across one of your products: tactical radio case for uv-25,"That comes with a cut and sew bag, right?",(model number: BAOFENG UV-25 ),owner,salesman@baofengradio.com,salesman@baofengradio.com
mesitasd.cz,MESIT asd,https://www.mesitasd.cz/en/defence-katalog-produktu/pk1302_pouzdrojpg/@@resize?width=800&height=533&ratio=keep,https://www.mesitasd.cz/en/defence-katalog-produktu/pouzdro,I was browsing through your site and came across one of your products: case,"That comes with a cut and sew bag, right?",(model number: 6000010016 ),owner,asd@mesit.cz,asd@mesit.cz
radista.info,Radista,https://www.radista.info/radio_vhf/vhf_radio_unit_A7A.jpg,https://www.radista.info/en_vhf_radio.html,"I was browsing through your site and came across one of your products: ukf fm 66/13 and ukf fm 66/13i vhf radio unit, ukt fm 66/17 vhf radio station, r-123m ""tank"" radio set, torn.fu.d2 vhf radio set, a-7-a radio set","That comes with a metal case, right?",,owner,radista@radista.info,radista@radista.info
trxsystems.com,TRX Systems,http://www.trxsystems.com/uploads/8/3/0/3/83035184/atak-collage_orig.png,https://www.trxsystems.com/blog/live-training,I was browsing through your site and came across one of your products: neon technology,"That comes with a silicone skin, right?",,owner,info@trxsystems.com,info@trxsystems.com
gpspatron.com,GPSPATRON,https://gpspatron.com/wp-content/uploads/2023/03/GP-Probe-Case-Antenna-system.jpg,https://gpspatron.com/gp-probe-case-a1/,I was browsing through your site and came across one of your products: gp-probe tge2,"That comes with an ATA case, right?",,owner,mb@gpspatron.com,mb@gpspatron.com
radiopoc.com,YANTON Electronics,https://www.radiopoc.com/uploads/202132770/small/universal-walkie-talkies-carrying-bag-nylon17588642798.jpg,https://www.radiopoc.com/two-way-radioholster-bag/,I was browsing through your site and came across one of your products: na,"That comes with a soft-sided case, right?",,owner,sales@yantonradio.com,sales@yantonradio.com
brushbeater.store,Brushbeater,http://brushbeater.store/cdn/shop/files/RadioPouch_1.png?v=1710170220,https://brushbeater.store/products/ar-152-radio-pouch,I was browsing through your site and came across one of your products: brushbeater ar-152 radio pouch,"That comes with a cut and sew bag, right?",(model number: AR-152 ),owner,contact@brushbeater.store,contact@brushbeater.store
generaldigital.com,General Digital,https://www.generaldigital.com/wp-content/uploads/2017/05/sl1-19w-990-transit-case-1082x688.jpg,https://generaldigital.com/systems-integration-by-general-digital/,I was browsing through your site and came across one of your products: vuepoint iii,"That comes with ATA cases, right?",(model number: alta™ suds ),owner,gdmail23@generaldigital.com,gdmail23@generaldigital.com
agilitegear.com,Agilite,https://agilitegear.com/cdn/shop/products/1_d6437865-fc84-4bd4-89ea-93aa63892166.jpg?v=1657784245,https://agilitegear.com/products/laptop-carrier,I was browsing through your site and came across one of your products: agilite laptop carrier,"That comes with a cut and sew bag, right?",(model number: 8138BLK1SZ ),owner,info@stagheaddesigns.com,info@stagheaddesigns.com
doodlelabs.com,Doodle Labs,https://doodlelabs.com/wp-content/uploads/2024/01/DSC08376-ED_SM-ENDSTATE%C2%A9.jpg,https://doodlelabs.com/case-studies/,I was browsing through your site and came across one of your products: mesh rider radios,"That comes with a soft-sided case, right?",,owner,info@doodlelabs.com,info@doodlelabs.com
b2bphotonics.com,B2B Photonics,https://www.b2bphotonics.com/art_catalog/optical-link-systems/art/ofw-7500-lg.jpg,https://www.b2bphotonics.com/products/satcom-earth-terminal-2/ofw-7500-ifl-mil-tactical-satcom-l-band-fiber-optic-ifl-subsystem/,I was browsing through your site and came across one of your products: ofw-7500-ifl mil tactical satcom,"That comes with a plastic case, right?",(model number: OFW-7500-IFL ),owner,info@b2bphotonics.com,info@b2bphotonics.com
t1nexus.com,T1 Nexus,https://t1nexus.com/wp-content/uploads/2024/09/EasyCoderLinkedInGraphic.png,https://t1nexus.com/simplify-and-save-how-t1nexus-easycoder-is-revolutionizing-data-center-interconnect-solutions-amid-the-ai-surge-2/,I was browsing through your site and came across one of your products: easycoder,"That comes with an EVA case, right?",,owner,info@t1nexus.com,info@t1nexus.com
pel-india.in,Precision Electronics Limited,https://pel-india.in/wp-content/uploads/2023/04/Heavy-Duty-Tripod-Optional-Accessory-3-e1682397916217.png.webp,https://pel-india.in/e-catalogue/hard-carrying-case-roto-mould-pelican-type/,I was browsing through your site and came across one of your products: hard carrying case ( roto-mould /pelican type),"That comes with foam inserts, right?",,owner,contacts@pel-india.in,contacts@pel-india.in
intertechdevelopment.com,InterTech Development Company,https://intertechdevelopment.com/assets/images/content/battery-pack.jpg,https://intertechdevelopment.com/ip67/68-test-solutions/battery-pack-leak-test-system/,I was browsing through your site and came across one of your products: battery pack leak test system,"That comes with a plastic case, right?",(model number: M1075 ),owner,sales@intertechdevelopment.com,sales@intertechdevelopment.com
jammer-store.com,Jammer Store,https://www.jammer-store.com/image/cache/catalog/falcon/pcb-6067-uav(8)-700x860.jpg,https://www.jammer-store.com/falcon-powerful-military-convoy-pelican-case-cell-jammer-800w.html,I was browsing through your site and came across one of your products: falcon - powerful military/convoy pelican case cell jammer,"That comes with an ATA case, right?",,owner,contact@[domain].com,contact@[domain].com
mfjenterprises.com,MFJ Enterprises Inc,https://mfjenterprises.com/cdn/shop/products/MFJ-39DAC_3602_2088x.jpg?v=1579280462,https://mfjenterprises.com/products/mfj-39dac,"I was browsing through your site and came across one of your products: mfj-39dac, acc pack, 39d/66c/1312d, for 269c analyzer","That comes with a soft-sided case, right?",(model number: mfj-39dac ),owner,mfjoffice@mfjenterprises.com,mfjoffice@mfjenterprises.com
jotron.com,Jotron,https://jotron.com/wp-content/uploads/2024/12/Picture-105795-Spare-Tron-SMARTDEC-protective-case.jpg,https://jotron.com/product/spare-tron-smartdec-protective-case/,I was browsing through your site and came across one of your products: spare tron smartdec protective case,"That comes with an EVA case, right?",(model number: 105795 ),owner,sales@jotron.com,sales@jotron.com
dxzone.com,DXZone,https://www.dxzone.com/dx35604/ic705-gobox-a-portable-windows-based-solution-for-all-digital-modes.jpg,https://www.dxzone.com/dx35604/ic705-gobox-a-portable-windows-based-solution-for-all-digital-modes.html,I was browsing through your site and came across one of your products: icom ic-705,"That comes with a plastic case, right?",(model number: ic-705 ),owner,info@dxzone.com,info@dxzone.com
pasternack.com,Pasternack,https://www.pasternack.com/images/Product/large/TK-195-200-240EZ-HC_1.jpg,https://www.pasternack.com/lmr-cable-tool-kit-0.128-0.213-0.255-hex-bit-tk-195-200-240ez-hc-p.aspx,"I was browsing through your site and came across one of your products: tool kit, hardcase install tool kit for lmr-195, 200 and 240 connectors","That comes with a plastic case, right?",,owner,sales@pasternack.com,sales@pasternack.com
lotek.com,Lotek,https://www.lotek.com/wp-content/uploads/2018/10/AcouTrack-thumb.jpg,https://www.lotek.com/products/acoutrack/,I was browsing through your site and came across one of your products: acoutrack,"That comes with a plastic case, right?",,owner,info@lotek.com,info@lotek.com
rshydro.co.uk,RS Hydro,https://www.rshydro.co.uk/cp/admin/uploads/products/thumbnails/IMG_5827.JPG,https://www.rshydro.co.uk/manufacturers/rs-hydro,I was browsing through your site and came across one of your products: prostation lite portable system,"That comes with a plastic case, right?",,owner,info@rshydro.co.uk,info@rshydro.co.uk
weems-plath.com,Weems & Plath,https://www.weems-plath.com/80_598x598.jpg,https://www.weems-plath.com/Products/Charts-1/Telescoping-Chart-Case.html,I was browsing through your site and came across one of your products: telescoping chart case,"That comes with a plastic case, right?",(model number: 80 ),owner,contact@weems-plath.com,contact@weems-plath.com
argentdata.com,Argent Data Systems,https://www.argentdata.com/catalog/images/PuxCaseFsm_large.jpg,https://www.argentdata.com/catalog/product_info.php?products_id=138,"I was browsing through your site and came across one of your products: radio soft case, puxing px-777","That comes with a soft-sided case, right?",(model number: px-777 ),owner,info@argentdata.com,info@argentdata.com
telonics.com,Telonics Inc,https://telonics.com/images/products/proaudio/rack-pocket.jpg,https://telonics.com/products/proaudio/mini-racks.php,I was browsing through your site and came across one of your products: mini rack,"That comes with a soft-sided case, right?",(model number: PRE-1000 ),owner,info@telonics.com,info@telonics.com
numato.com,Numato Lab,https://numato.com/wp-content/uploads/2023/06/4_USB_Relay_Enclosure_1.png,https://numato.com/product/4-channel-usb-relay-enclosure/,I was browsing through your site and came across one of your products: 4 channel usb relay enclosure,"That comes with plastic cases, right?",(model number: RL40001EN ),owner,sales@numato.com,sales@numato.com
allen-heath.com,Allen & Heath,https://www.allen-heath.com/content/uploads/2023/08/CQ-20B-Low-Case-White-BG.webp,https://www.allen-heath.com/hardware/cq/cq-accessories/,I was browsing through your site and came across one of your products: cq-12t,"That comes with a case with foam inserts, right?",(model number: CQ12T-CASE ),owner,info@allen-heath.com,info@allen-heath.com
lowrance.com,Lowrance,https://www.lowrance.com/globalassets/inriver/resources/000-11061-001_1.jpg?w=1110&h=624&scale=both&mode=max,https://www.lowrance.com/lowrance/type/accessories/chartplotter-fishfinder-mounting-parts/universal-portable-pack-5-and-under/,"I was browsing through your site and came across one of your products: universal portable pack for 5"" and under","That comes with a soft-sided case, right?",(model number: 000-11061-001 ),owner,contact@navico.com,contact@navico.com
droneamerica.com,Drone America,https://droneamerica.com/wp-content/uploads/2018/03/DA_RFD_GCS_122322_2.jpeg,https://droneamerica.com/news-and-resources/,I was browsing through your site and came across one of your products: fazer sar,"That comes with a case with foam inserts, right?",,owner,info@droneamerica.com,info@droneamerica.com
vantagerobotics.com,Vantage Robotics,https://vantagerobotics.com/wp-content/uploads/2019/04/1-1-1.jpg,https://vantagerobotics.com/snap-manual/,I was browsing through your site and came across one of your products: na,"That comes with a case with foam inserts, right?",,owner,contact@vantagerobotics.com,contact@vantagerobotics.com
fixar.pro,FIXAR,https://fixar.pro/wp-content/uploads/2023/06/Frame-68-2.png,https://fixar.pro/public-safety/,I was browsing through your site and came across one of your products: fixar 007,"That comes with a plastic case, right?",,owner,contact@fixar.pro,contact@fixar.pro
