Query,Exit Reason
boschautoparts.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Principal CEO : ['owner'] url: https://www.linkedin.com/in/eva-gauza-78454418a
CGSULIT owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Shenzhen Sunite Technology Co., Ltd : CGSULIT url: https://www.linkedin.com/in/kevin-hsia-80a243252/zh-cn"
Cardioline owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Director Of Business Development : ['owner'] url: https://www.linkedin.com/in/brian-brenegan-7a076914
autodiagnosticsandpublishing.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Auto Diagnostics Equipment Co. : Automotive Diagnostics and Publishing url: https://www.linkedin.com/in/mandyconcepcion
Matador owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Co-President : ['owner'] url: https://www.linkedin.com/in/chris-lombardi-a123b65
fun-in.com.tw owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Retired  : FUN-IN url: https://ca.linkedin.com/in/tracy-wilson-66543330
pioneerps.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://ca.linkedin.com/in/kevin-zhao-7402978"
clearshieldsupplies.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Clear Shield Auto Glass : ClearShield Supplies url: https://www.linkedin.com/in/james-bryant-b85565129
EuroSMC owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: General Manager C.E.O. : ['owner'] url: https://es.linkedin.com/in/eduardo-marchesi-47527511
scantool.net owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Scan Tool & Mold Inc. : OBD Solutions, LLC url: https://www.linkedin.com/in/john-gotch-0bb903b"
Bavarian Technic owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Bavarian Repair : Bavarian Technic url: https://www.linkedin.com/in/todd-wilson-b48b16b7
southinstrument.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Pilot Hawk Tech Co, Ltd : SOUTH SURVEYING & MAPPING url: https://cn.linkedin.com/in/julius-licinius-lau-148997113/en"
EcoFlow owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: EcoFlow Cofounder and MoProBo Founder : ['owner'] url: https://hk.linkedin.com/in/frank-zheng-6338b9296
jaltest.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Chief Commercial Officer (CCO) : ['owner', 'owner'] url: https://www.linkedin.com/in/gattamorta"
Metromatics owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Business Development : ['owner', 'owner'] url: https://au.linkedin.com/in/tony-sargent"
windshieldkits.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Sonic Powersports : Windshield Doctor url: https://www.linkedin.com/in/bradley-buckingham-5a0a2b1a9
globalmrv.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Director of Global Operations : ['owner', 'owner'] url: https://www.linkedin.com/in/david-gardner-20747a65"
FeiyuTech owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: ceo : ['owner'] url: https://cn.linkedin.com/in/%E6%89%BF%E8%B4%87-%E9%AD%8F-25b3bb14b
Foxwell Technology owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Foxwell Digital : Foxwell Technology url: https://www.linkedin.com/in/andrew-foxwell-2a533b7
Hingmed owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO : ['owner'] url: https://cn.linkedin.com/in/%E4%B8%95-%E5%BC%A0-222807158
Airflow Sciences Corporation owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Consultant : ['owner'] url: https://www.linkedin.com/in/robert-nelson-2b3a8b266
Cressall Resistors owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner'] url: https://uk.linkedin.com/in/mike-torbitt-b296144
ieetek.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Marketing Manager : ['owner'] url: https://cn.linkedin.com/in/amber-guan
stvideo-film.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Sales Manager : ['owner', 'owner'] url: https://cn.linkedin.com/in/frank-zhang-3a194287"
Lufft owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Luft Custom Landscape And Design : Lufft url: https://www.linkedin.com/in/jeff-luft-bb624a18a
autoglassolutions.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://www.linkedin.com/in/donovan-trana-aa127917
Vacuum Interrupters owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Sales Specialist / NETA III : ['owner'] url: https://www.linkedin.com/in/chad-mullen-492446100
fcarusa.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Operation Director : ['owner', 'owner'] url: https://www.linkedin.com/in/fcarusa"
vboxautomotive.co.uk owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: RACELOGIC : VBOX Automotive url: https://uk.linkedin.com/in/harshal-joshi-863948143?trk=public_profile_browsemap_profile-result-card_result-card_full-click
airflowsciences.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Azore Software, LLC : Airflow Sciences Corporation url: https://www.linkedin.com/in/robert-mudry-37597b1a"
spatialsource.com.au owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: The Intermedia Group Pty Ltd : Spatial Source url: https://au.linkedin.com/in/jonathan-nally-a1a88426
ClearShield Supplies owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: AFP Clear Shield & TInt : ClearShield Supplies url: https://www.linkedin.com/in/alex-chambers-9a7587167
productsafet.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: ED&D : Educated Design & Development url: https://www.linkedin.com/in/davidbisenius
accutestsystems.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Colorado Premier Basketball Club : AccuTEST Systems url: https://www.linkedin.com/in/terry-wright-4556321
TechLed owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Tech Led Wall : TechLed url: https://www.linkedin.com/in/dansound
windshieldchipkits.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: SafePro Auto Glass LCC, and New Image Auto Glass, LLC : S.I.C.K. url: https://www.linkedin.com/in/rex-altree-64303053"
bmotorsports.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: B&B Motorsports : Ballenger Motorsports url: https://www.linkedin.com/in/nick-begien-83041a199
totexmfg.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Li Auto : Totex Manufacturing url: https://www.linkedin.com/in/chen-jia-b11a4824a
racebox.pro owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Rotax.BG Ltd. : RaceBox url: https://bg.linkedin.com/in/vasil-kolarov-8316b7121
foxwelltech.us owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Marketing Manager : ['owner'] url: https://cn.linkedin.com/in/ryanfoxwell
ross-tech.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Rosstech Signals Inc. : Ross-Tech, LLC url: https://ca.linkedin.com/in/rob-love-b7753016"
Thrustmaster owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/joe-bekker-33620110"
faradaypredictive.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Operations Director : ['owner', 'owner'] url: https://uk.linkedin.com/in/geoff-walker-013794"
ats-equipment.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: ATS Equipment Inc : Automated Testing Solutions, Inc. url: https://www.linkedin.com/in/thomas-meehan-712324180"
gasera.fi owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Business Turku : Gasera Ltd url: https://fi.linkedin.com/in/artobranders
Xtool owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: In-Store Innovation & Partnerships Specialist : ['owner'] url: https://hk.linkedin.com/in/in%C3%A9smakeblockxtool
Jotron owner site:linkedin.com/in,Works for data from Icypeas result is empty https://uk.linkedin.com/in/barry-knott-22909626
braunability.eu owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: COO / Managing Director BraunAbility Europe : ['owner'] url: https://se.linkedin.com/in/martin-iser%C3%B6-77782924
tetools.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: Managing Director : ['owner', 'owner'] url: https://au.linkedin.com/in/colin-kirkpatrick-530555129"
Hypoxico owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: Mile High Training, LLC : Hypoxico url: https://www.linkedin.com/in/matthew-formato-720a78a"
smcint.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: SMC International : EuroSMC url: https://de.linkedin.com/in/tony-cox-a9846a23
S.I.C.K. owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Sudbury Indie Creature Kon : S.I.C.K. url: https://ca.linkedin.com/in/douglasaewen
hydac.co.nz owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: General Manager : ['owner'] url: https://nz.linkedin.com/in/dimitrios-konstantopoulos-13489213
SOUTH SURVEYING & MAPPING owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://www.linkedin.com/in/robert-orren-south-51568447
otwsafety.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Chief Operating Officer : ['owner'] url: https://www.linkedin.com/in/ericstevens3
Kongter owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Ericsson : Kongter url: https://www.linkedin.com/in/henry-lee-083b044
B2B Photonics owner site:linkedin.com/in,Works for data from Icypeas result is empty https://www.linkedin.com/in/geoffthompson999
allen-heath.com owner site:linkedin.com/in,Works for data from Icypeas result is empty https://uk.linkedin.com/in/robin-clark-2a341b16
lufft.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: KISTERS Latam  : Lufft url: https://co.linkedin.com/in/thomas-stepke-7b961045
Embra Medical owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Embra Health : Embra Medical url: https://www.linkedin.com/in/sadafsahibzada
IEETek owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Sales Specialist : ['owner'] url: https://cn.linkedin.com/in/kelly-liang-9489a61b3/zh-cn
Gasera Ltd owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Powera : Gasera Ltd url: https://fi.linkedin.com/in/ismokauppinen
XD Thermal owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Director of Business Development : ['owner'] url: https://cn.linkedin.com/in/%E8%95%B4%E6%BA%A2-%E6%B2%88-90b245311/en
JAAGS LLC owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: President : ['owner', 'owner'] url: https://www.linkedin.com/in/gourav-goswami-33610b271"
msn-battery.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: 采购部经理 : ['owner', 'owner'] url: https://www.linkedin.com/in/graphite29a101268?trk=public_profile_samename-profile"
FutureTech owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://in.linkedin.com/in/mahesh-prasanna-254b2923
smartdelta.nl owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: CEO / CTO : ['owner'] url: https://nl.linkedin.com/in/rene-bolhuis-90b80910
geo-flo.com owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: ClimateMaster, Inc. : Geo-Flo Corporation url: https://www.linkedin.com/in/michael-kapps-30103823"
shockboxes.com owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: The Hive Health : ShockBox url: https://www.linkedin.com/in/richard-kennedy-a90914134
avalonsciences.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: director : ['owner', 'owner'] url: https://uk.linkedin.com/in/gary-tubridy-35b77014"
Pasternack owner site:linkedin.com/in,Current Company does not Fuzzy Match target company: Fluid Hose & Coupling Inc. : Pasternack url: https://ca.linkedin.com/in/joe-pasternak-30877616
healtech-electronics.com owner site:linkedin.com/in,"Current Job Title does not Fuzzy Match target job titles: general manager : ['owner', 'owner'] url: https://hu.linkedin.com/in/zoltan-budai-00114071"
EXPO21XX owner site:linkedin.com/in,"Current Company does not Fuzzy Match target company: SEMICONDUCTOR-X, Part of Manufacturing-X. : EXPO21XX url: https://de.linkedin.com/in/haris-avgoustinos"
bluestar-products.com owner site:linkedin.com/in,Current Job Title does not Fuzzy Match target job titles: Owner : ['owner'] url: https://www.linkedin.com/in/angie-flater-a6610ba
